LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
59796-3,"Glucose^4H post XXX challenge",SCncDiff,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Molar concentration difference] in Serum or Plasma --4 hours post XXX challenge",mmol/L,2.32,false,"Glucose^4H post XXX challenge:SCncDiff:Pt:Ser/Plas:Qn:"
54253-0,"Glucose^4M post dose glucagon",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --4 minutes post dose glucagon",mmol/L,2.27,false,"Glucose^4M post dose glucagon:SCnc:Pt:Ser/Plas:Qn:"
12656-5,"Glucose^4M post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --4 minutes post XXX challenge",mg/dL,1.0j-a,false,"Glucose^4M post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40200-8,"Glucose^4M post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --4 minutes post XXX challenge",mmol/L,2.15,false,"Glucose^4M post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
57971-4,"Glucose^4th specimen post dose lactose",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --4th specimen post lactose",mg/dL,2.29,false,"Glucose^4th specimen post dose lactose:MCnc:Pt:Ser/Plas:Qn:"
12618-5,"Glucose^4th specimen post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --4th specimen post XXX challenge",mg/dL,1.0j-a,false,"Glucose^4th specimen post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
45205-2,"Glucose^4th specimen post XXX challenge",MCnc,Pt,Urine,SemiQn,"Test strip",CHAL,2.75,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Urine by Test strip --4th specimen post XXX challenge",mg/dL,2.17,false,"Glucose^4th specimen post XXX challenge:MCnc:Pt:Urine:SemiQn:Test strip"
54398-3,"Glucose^4th specimen post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --4th specimen post XXX challenge",mmol/L,2.27,false,"Glucose^4th specimen post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40036-6,"Glucose^5.5H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --5.5 hours post XXX challenge",mg/dL,2.15,false,"Glucose^5.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40213-1,"Glucose^5.5H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --5.5 hours post XXX challenge",mmol/L,2.15,false,"Glucose^5.5H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
12658-1,"Glucose^50M post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --50 minutes post XXX challenge",mg/dL,1.0j-a,false,"Glucose^50M post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40158-8,"Glucose^50M post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --50 minutes post XXX challenge",mmol/L,2.15,false,"Glucose^50M post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
95109-5,"Glucose^5H post meal",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.68,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --5 hours post meal",mg/dL,2.68,false,"Glucose^5H post meal:MCnc:Pt:Ser/Plas:Qn:"
29331-6,"Glucose^5H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --5 hours post XXX challenge",mg/dL,2.03,false,"Glucose^5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40164-6,"Glucose^5H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --5 hours post XXX challenge",mmol/L,2.15,false,"Glucose^5H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
59797-1,"Glucose^5H post XXX challenge",SCncDiff,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Molar concentration difference] in Serum or Plasma --5 hours post XXX challenge",mmol/L,2.32,false,"Glucose^5H post XXX challenge:SCncDiff:Pt:Ser/Plas:Qn:"
40001-0,"Glucose^5M post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --5 minutes post XXX challenge",mg/dL,2.15,false,"Glucose^5M post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40153-9,"Glucose^5M post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --5 minutes post XXX challenge",mmol/L,2.15,false,"Glucose^5M post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
54254-8,"Glucose^5M pre dose glucagon",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --5 minutes pre dose glucagon",mmol/L,2.27,false,"Glucose^5M pre dose glucagon:SCnc:Pt:Ser/Plas:Qn:"
40000-2,"Glucose^5M pre XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --5 minutes pre XXX challenge",mg/dL,2.15,false,"Glucose^5M pre XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40152-1,"Glucose^5M pre XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --5 minutes pre XXX challenge",mmol/L,2.15,false,"Glucose^5M pre XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
57972-2,"Glucose^5th specimen post dose lactose",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --5th specimen post lactose",mg/dL,2.29,false,"Glucose^5th specimen post dose lactose:MCnc:Pt:Ser/Plas:Qn:"
12619-3,"Glucose^5th specimen post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --5th specimen post XXX challenge",mg/dL,1.0j-a,false,"Glucose^5th specimen post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
45206-0,"Glucose^5th specimen post XXX challenge",MCnc,Pt,Urine,SemiQn,"Test strip",CHAL,2.75,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Urine by Test strip --5th specimen post XXX challenge",mg/dL,2.17,false,"Glucose^5th specimen post XXX challenge:MCnc:Pt:Urine:SemiQn:Test strip"
54496-5,"Glucose^5th specimen post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --5th specimen post XXX challenge",mmol/L,2.27,false,"Glucose^5th specimen post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
12640-9,"Glucose^6.5H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --6.5 hours post XXX challenge",mg/dL,1.0j-a,false,"Glucose^6.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40166-1,"Glucose^6.5H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --6.5 hours post XXX challenge",mmol/L,2.15,false,"Glucose^6.5H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
29412-4,"Glucose^6H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --6 hours post XXX challenge",mg/dL,2.03,false,"Glucose^6H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40165-3,"Glucose^6H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --6 hours post XXX challenge",mmol/L,2.15,false,"Glucose^6H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
54255-5,"Glucose^6M post dose glucagon",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --6 minutes post dose glucagon",mmol/L,2.27,false,"Glucose^6M post dose glucagon:SCnc:Pt:Ser/Plas:Qn:"
40201-6,"Glucose^6M post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --6 minutes post XXX challenge",mmol/L,2.15,false,"Glucose^6M post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
12649-0,"Glucose^6th specimen post dose lactose",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --6th specimen post dose lactose",mg/dL,1.0j-a,false,"Glucose^6th specimen post dose lactose:MCnc:Pt:Ser/Plas:Qn:"
12620-1,"Glucose^6th specimen post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --6th specimen post XXX challenge",mg/dL,1.0j-a,false,"Glucose^6th specimen post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
54497-3,"Glucose^6th specimen post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --6th specimen post XXX challenge",mmol/L,2.27,false,"Glucose^6th specimen post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
12642-5,"Glucose^7.5H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --7.5 hours post XXX challenge",mg/dL,1.0j-a,false,"Glucose^7.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40168-7,"Glucose^7.5H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --7.5 hours post XXX challenge",mmol/L,2.15,false,"Glucose^7.5H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
12659-9,"Glucose^70M post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --70 minutes post XXX challenge",mg/dL,1.0j-a,false,"Glucose^70M post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40159-6,"Glucose^70M post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --70 minutes post XXX challenge",mmol/L,2.15,false,"Glucose^70M post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
21310-8,"Glucose^75M post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --75 minutes post XXX challenge",mg/dL,1.0m,false,"Glucose^75M post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40160-4,"Glucose^75M post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --75 minutes post XXX challenge",mmol/L,2.15,false,"Glucose^75M post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
12614-4,"Glucose^7H post meal",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --7 hours post meal",mg/dL,1.0j-a,false,"Glucose^7H post meal:MCnc:Pt:Ser/Plas:Qn:"
12641-7,"Glucose^7H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --7 hours post XXX challenge",mg/dL,1.0j-a,false,"Glucose^7H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40167-9,"Glucose^7H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --7 hours post XXX challenge",mmol/L,2.15,false,"Glucose^7H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40006-9,"Glucose^8.5H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --8.5 hours post XXX challenge",mg/dL,2.15,false,"Glucose^8.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40170-3,"Glucose^8.5H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --8.5 hours post XXX challenge",mmol/L,2.15,false,"Glucose^8.5H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40002-8,"Glucose^80M post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --80 minutes post XXX challenge",mg/dL,2.15,false,"Glucose^80M post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
12643-3,"Glucose^8H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --8 hours post XXX challenge",mg/dL,1.0j-a,false,"Glucose^8H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40169-5,"Glucose^8H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --8 hours post XXX challenge",mmol/L,2.15,false,"Glucose^8H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
54256-3,"Glucose^8M post dose glucagon",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --8 minutes post dose glucagon",mmol/L,2.27,false,"Glucose^8M post dose glucagon:SCnc:Pt:Ser/Plas:Qn:"
12653-2,"Glucose^8M post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --8 minutes post XXX challenge",mg/dL,1.0j-a,false,"Glucose^8M post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40202-4,"Glucose^8M post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --8 minutes post XXX challenge",mmol/L,2.15,false,"Glucose^8M post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40196-8,"Glucose^8M pre XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --8 minutes pre XXX challenge",mmol/L,2.15,false,"Glucose^8M pre XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
26854-0,"Glucose^8th specimen post XXX challenge",ACnc,Pt,Ser/Plas,Qn,,CHAL,2.69,DISCOURAGED,1,Observation,,,"Glucose [Units/volume] in Serum or Plasma --8th specimen post XXX challenge",[arb'U]/mL,2.00,false,"Glucose^8th specimen post XXX challenge:ACnc:Pt:Ser/Plas:Qn:"
12637-5,"Glucose^8th specimen post XXX challenge",MCnc,Pt,"Dial fld prt",Qn,,CHAL,2.34,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Peritoneal dialysis fluid --8th specimen post XXX challenge",mg/dL,1.0j-a,false,"Glucose^8th specimen post XXX challenge:MCnc:Pt:Dial fld prt:Qn:"
27432-4,"Glucose^8th specimen post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --8th specimen post XXX challenge",mg/dL,2.00,false,"Glucose^8th specimen post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
54499-9,"Glucose^8th specimen post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --8th specimen post XXX challenge",mmol/L,2.27,false,"Glucose^8th specimen post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40007-7,"Glucose^9.5H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --9.5 hours post XXX challenge",mg/dL,2.15,false,"Glucose^9.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40172-9,"Glucose^9.5H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --9.5 hours post XXX challenge",mmol/L,2.15,false,"Glucose^9.5H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
12644-1,"Glucose^9H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --9 hours post XXX challenge",mg/dL,1.0j-a,false,"Glucose^9H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40171-1,"Glucose^9H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --9 hours post XXX challenge",mmol/L,2.15,false,"Glucose^9H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40027-5,"Glucose^9M post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --9 minutes post XXX challenge",mg/dL,2.15,false,"Glucose^9M post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40203-2,"Glucose^9M post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --9 minutes post XXX challenge",mmol/L,2.15,false,"Glucose^9M post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
12621-9,"Glucose^9th specimen post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --9th specimen post XXX challenge",mg/dL,1.0j-a,false,"Glucose^9th specimen post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
54399-1,"Glucose^9th specimen post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Both,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --9th specimen post XXX challenge",mmol/L,2.27,false,"Glucose^9th specimen post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
10450-5,"Glucose^post 10H CFst",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --10 hours fasting",mg/dL,1.0i,false,"Glucose^post 10H CFst:MCnc:Pt:Ser/Plas:Qn:"
1554-5,"Glucose^post 12H CFst",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --12 hours fasting",mg/dL,1.0,false,"Glucose^post 12H CFst:MCnc:Pt:Ser/Plas:Qn:"
17865-7,"Glucose^post 8H CFst",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --8 hours fasting",mg/dL,1.0l,false,"Glucose^post 8H CFst:MCnc:Pt:Ser/Plas:Qn:"
41604-0,"Glucose^post CFst",MCnc,Pt,BldC,Qn,Glucometer,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Fasting glucose [Mass/volume] in Capillary blood by Glucometer",mg/dL,2.16,false,"Glucose^post CFst:MCnc:Pt:BldC:Qn:Glucometer"
14770-2,"Glucose^post CFst",SCnc,Pt,BldC,Qn,Glucometer,CHAL,2.73,ACTIVE,1,Both,,mmol/L,"Fasting glucose [Moles/volume] in Capillary blood by Glucometer",mmol/L,1.0k,false,"Glucose^post CFst:SCnc:Pt:BldC:Qn:Glucometer"
1550-3,"Glucose^pre 12H CFst",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --pre 12 hour fast",mg/dL,1.0,false,"Glucose^pre 12H CFst:MCnc:Pt:Ser/Plas:Qn:"
14769-4,"Glucose^pre 12H CFst",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Both,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --pre 12 hour fast",mmol/L,1.0k,false,"Glucose^pre 12H CFst:SCnc:Pt:Ser/Plas:Qn:"
1551-1,"Glucose^pre 50 g lactose PO",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --pre 50 g lactose PO",mg/dL,1.0,false,"Glucose^pre 50 g lactose PO:MCnc:Pt:Ser/Plas:Qn:"
1553-7,"Glucose^pre dose insulin IV",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --pre dose insulin IV",mg/dL,1.0,false,"Glucose^pre dose insulin IV:MCnc:Pt:Ser/Plas:Qn:"
54257-1,"Glucose^pre dose insulin IV",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --pre dose insulin IV",mmol/L,2.27,false,"Glucose^pre dose insulin IV:SCnc:Pt:Ser/Plas:Qn:"
34056-2,"Glucose^pre or post dose arginine",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --pre or post dose arginine",mmol/L,2.09,false,"Glucose^pre or post dose arginine:SCnc:Pt:Ser/Plas:Qn:"
34057-0,"Glucose^pre or post dose cloNIDine",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --pre or post dose cloNIDine",mmol/L,2.09,false,"Glucose^pre or post dose cloNIDine:SCnc:Pt:Ser/Plas:Qn:"
34058-8,"Glucose^pre or post dose glucagon",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --pre or post dose glucagon",mmol/L,2.09,false,"Glucose^pre or post dose glucagon:SCnc:Pt:Ser/Plas:Qn:"
51426-5,"Glucose^pre or post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --pre or post XXX challenge",mmol/L,2.22,false,"Glucose^pre or post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
2341-6,Glucose,MCnc,Pt,Bld,Qn,"Test strip manual",CHEM,2.73,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Blood by Test strip manual",mg/dL,1.0,false,"Glucose:MCnc:Pt:Bld:Qn:Test strip manual"
13453-6,"Glucose mean value",ACnc,Pt,Bld,Qn,"Estimated from glycated hemoglobin",CHEM,2.69,DEPRECATED,1,Observation,,,"Deprecated Glucose mean value",[arb'U]/mL,1.0j-a,false,"Glucose mean value:ACnc:Pt:Bld:Qn:Estimated from glycated hemoglobin"
53868-6,"Glucose tetrasaccharide/Creatinine",SRto,Pt,Urine,Qn,,CHEM,2.70,ACTIVE,1,Both,,"mmol/mol creatinine","Glucose tetrasaccharide/Creatinine [Molar ratio] in Urine",mmol/mol{creat},2.26,false,"Glucose tetrasaccharide/Creatinine:SRto:Pt:Urine:Qn:"
50667-5,"Glucose tolerance",Imp,Pt,Ser/Plas,Nar,,CHAL,2.73,ACTIVE,1,Observation,,,"Glucose tolerance [Interpretation] in Serum or Plasma Narrative",,2.22,false,"Glucose tolerance:Imp:Pt:Ser/Plas:Nar:"
21004-7,"Glucose tolerance",Imp,Pt,Ser/Plas,Nom,,CHAL,2.73,ACTIVE,1,Observation,,,"Glucose tolerance [Interpretation] in Serum or Plasma",,1.0m,false,"Glucose tolerance:Imp:Pt:Ser/Plas:Nom:"
62418-9,Glucose/Insulin,Ratio,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,ratio,"Glucose/Insulin [Ratio] in Serum or Plasma",{ratio},2.36,false,Glucose/Insulin:Ratio:Pt:Ser/Plas:Qn:
50208-8,"Glucose^10th specimen",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.70,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --10th specimen",mg/dL,2.22,false,"Glucose^10th specimen:MCnc:Pt:Ser/Plas:Qn:"
40874-0,"Glucose^1st specimen",MCnc,Pt,XXX,Qn,,CHEM,2.69,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Specimen --1st specimen",mg/dL,2.15,false,"Glucose^1st specimen:MCnc:Pt:XXX:Qn:"
76669-1,"Glucose^1st tube",SCnc,Pt,CSF,Qn,,CHEM,2.52,ACTIVE,1,Both,,mmol/L,"Glucose [Moles/volume] in Cerebral spinal fluid --1st tube",mmol/L,2.52,false,"Glucose^1st tube:SCnc:Pt:CSF:Qn:"
